Stall_no,Market_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,day,loyality_customers,Product_Category_Cosmetics,Product_Category_Educational,Product_Category_Fashion,Product_Category_Home_decor,Product_Category_Hospitality,Product_Category_Organic,Product_Category_Pet_care,Product_Category_Repair,Product_Category_Technology
8.0,58,0,54,0.0,130.0,10.0,4813.0,7078.0,6042.52872,03,2016,12,1,0,0,0,0,0,0,1,0,0
18.0,283,0,92,0.0,506.0,17.0,2323.0,5187.0,4205.929728,05,2015,06,1,0,0,0,0,0,0,0,0,1
27.0,451,0,4,0.0,105.0,6.0,5016.0,6253.0,5742.3057119999985,09,2015,25,1,0,0,0,0,0,1,0,0,0
15.0,119,2,8,0.0,304.0,13.0,580.0,865.0,1027.337256,08,2015,22,1,0,0,0,0,1,0,0,0,0
19.0,93,2,52,0.0,298.0,7.0,2065.0,5050.0,3833.298864,02,2016,07,0,0,0,0,0,1,0,0,0,0
13.0,29,0,71,0.0,206.0,15.0,1.0,5634.0,1357.5375,09,2015,24,0,0,0,0,1,0,0,0,0,0
38.0,205,0,19,0.0,347.0,15.0,2044.0,3304.0,3024.7074989999996,09,2015,23,1,0,0,0,0,0,0,0,0,0
14.0,14,0,88,0.0,220.0,12.0,5733.0,8368.0,7174.142976,03,2016,21,1,0,0,0,1,0,0,0,0,0
41.0,94,2,3,0.0,243.0,13.0,2447.0,10578.0,6763.293603,03,2016,19,1,1,0,0,0,0,0,0,0,0
15.0,176,0,94,0.0,223.0,16.0,3866.0,5350.0,4768.697472,03,2016,09,1,1,0,0,0,0,0,0,0,0
48.0,58,0,49,0.0,275.0,5.0,4710.0,5897.0,5545.43064,03,2016,06,0,0,0,0,0,1,0,0,0,0
20.0,10,3,57,0.0,269.0,16.0,856.0,1639.0,1508.7816,05,2015,05,1,0,0,0,1,0,0,0,0,0
30.0,443,0,74,0.0,286.0,5.0,3501.0,5684.0,4831.992,09,2015,26,1,0,0,0,0,0,0,0,1,0
24.0,58,0,98,1.0,148.0,6.0,4846.0,6127.0,833.4908736000001,03,2016,07,0,0,0,0,0,0,1,0,0,0
34.0,55,0,28,0.0,335.0,5.0,1226.0,3702.0,2793.229425,08,2015,21,1,0,0,0,0,0,0,0,0,0
41.0,250,2,3,0.0,102.0,11.0,4273.0,5634.0,5194.08054,05,2015,05,1,0,1,0,0,0,0,0,0,0
25.0,256,0,28,0.0,239.0,3.0,2564.0,9749.0,6381.356625,09,2015,26,0,0,0,0,0,0,0,0,1,0
27.0,13,3,63,0.0,188.0,8.0,473.0,2187.0,1503.8694,07,2015,24,1,0,0,0,0,0,0,1,0,0
26.0,175,2,61,0.0,251.0,14.0,8230.0,10394.0,9480.2796,03,2016,26,1,0,0,0,0,0,0,0,0,0
4.0,24,0,22,0.0,285.0,3.0,6120.0,8832.0,7743.8319,03,2016,18,1,0,0,0,0,0,0,0,1,0
14.0,188,0,72,1.0,298.0,10.0,4122.0,5910.0,790.09722,05,2015,07,1,0,0,0,0,0,0,0,0,0
25.0,450,0,59,0.0,234.0,7.0,2354.0,4806.0,3792.084336,11,2014,02,0,0,0,0,0,0,0,0,1,0
4.0,437,0,11,0.0,217.0,15.0,4031.0,6111.0,5295.080439,05,2015,06,1,0,0,0,1,0,0,0,0,0
25.0,451,0,82,1.0,115.0,6.0,5454.0,7278.0,958.7157888,11,2015,17,1,0,1,0,0,0,0,0,0,0
12.0,452,0,27,0.0,252.0,16.0,3294.0,4302.0,3939.2073,09,2015,24,0,0,1,0,0,0,0,0,0,0
15.0,294,2,84,0.0,157.0,11.0,1216.0,5438.0,3437.437696,01,2016,07,0,0,0,0,0,0,0,1,0,0
2.0,443,0,69,0.0,291.0,13.0,3350.0,4891.0,4372.6914,09,2015,23,1,0,0,0,1,0,0,0,0,0
20.0,469,0,44,0.0,241.0,8.0,4853.0,7000.0,6132.737664,03,2016,07,1,0,0,0,0,1,0,0,0,0
35.0,23,2,90,0.0,252.0,8.0,1141.0,5634.0,1844.382848,08,2015,21,1,0,0,0,0,0,0,0,1,0
30.0,121,0,30,1.0,228.0,12.0,1185.0,3604.0,392.82098625,01,2016,06,1,1,0,0,0,0,0,0,0,0
43.0,84,0,96,0.0,239.0,12.0,3493.0,5407.0,4626.741504,10,2014,23,0,0,0,0,1,0,0,0,0,0
7.0,204,0,41,1.0,202.0,17.0,2126.0,5455.0,596.0020176,01,2016,04,0,0,0,0,1,0,0,0,0,0
10.0,186,0,13,1.0,263.0,14.0,3890.0,7052.0,861.1628751000003,03,2016,12,0,1,0,0,0,0,0,0,0,0
26.0,90,0,60,0.0,142.0,7.0,1156.0,2365.0,1860.896075,08,2015,23,0,0,1,0,0,0,0,0,0,0
8.0,23,2,39,0.0,380.0,10.0,1846.0,5634.0,6761.503875,09,2015,25,1,0,0,1,0,0,0,0,0,0
49.0,23,2,15,0.0,213.0,15.0,1176.0,5022.0,3316.318335,10,2015,22,0,1,0,0,0,0,0,0,0,0
37.0,24,0,44,0.0,288.0,11.0,3303.0,4272.0,4053.5601119999997,09,2015,24,1,0,0,0,0,1,0,0,0,0
21.0,58,0,68,1.0,112.0,9.0,4008.0,5870.0,750.734325,01,2016,16,0,0,1,0,0,0,0,0,0,0
50.0,98,0,17,0.0,158.0,10.0,1038.0,2276.0,1816.478334,01,2016,29,1,0,0,0,0,0,0,1,0,0
7.0,178,2,99,0.0,392.0,16.0,1991.0,4306.0,3494.484224000001,01,2016,05,1,0,0,1,0,0,0,0,0,0
16.0,11,3,6,0.0,266.0,7.0,401.0,5634.0,874.342557,09,2015,22,0,0,0,0,0,1,0,0,0,0
5.0,126,0,46,0.0,285.0,13.0,1325.0,2009.0,1941.6633120000001,08,2015,20,0,1,0,0,0,0,0,0,0,0
28.0,24,0,75,0.0,365.0,14.0,6432.0,8964.0,7993.0422,03,2016,18,1,0,0,1,0,0,0,0,0,0
2.0,164,0,4,0.0,146.0,6.0,1540.0,2506.0,2169.992979,09,2015,22,0,0,0,0,0,0,1,0,0,0
19.0,469,0,86,0.0,107.0,7.0,6356.0,8650.0,7505.5904,03,2016,18,1,0,1,0,0,0,0,0,0,0
30.0,3,0,53,0.0,122.0,5.0,2413.0,5414.0,4011.620256,05,2015,06,0,0,0,0,0,0,1,0,0,0
18.0,469,0,43,0.0,334.0,12.0,3897.0,5541.0,5026.284576,09,2015,23,1,0,0,0,0,1,0,0,0,0
2.0,441,2,37,0.0,261.0,14.0,6674.0,9159.0,8168.10855,08,2015,18,1,0,0,0,0,1,0,0,0,0
47.0,83,1,10,0.0,141.0,3.0,3950.0,7999.0,6116.678271,03,2016,28,1,0,0,0,0,0,0,1,0,0
26.0,24,0,20,0.0,501.0,16.0,5697.0,7622.0,7009.8089,03,2016,10,0,0,0,0,0,0,0,0,0,1
10.0,163,0,30,0.0,369.0,15.0,473.0,828.0,1017.9288,12,2015,08,0,0,0,1,0,0,0,0,0,0
41.0,23,2,53,0.0,104.0,5.0,1473.0,7283.0,4455.491184,03,2016,12,0,0,0,0,0,0,1,0,0,0
37.0,24,0,65,0.0,340.0,6.0,2739.0,3805.0,3577.8204,09,2015,26,1,0,0,0,0,0,0,0,0,0
4.0,423,0,97,1.0,344.0,11.0,4302.0,8103.0,968.8428287999999,05,2015,08,1,0,0,0,0,1,0,0,0,0
33.0,55,0,66,0.0,287.0,16.0,3865.0,5735.0,5043.7332,04,2015,24,1,0,0,0,1,0,0,0,0,0
40.0,14,0,32,0.0,275.0,17.0,4929.0,5634.0,6387.89025,11,2015,15,0,1,0,0,0,0,0,0,0,0
1.0,37,2,43,0.0,162.0,8.0,6471.0,9652.0,8177.27832,03,2016,30,1,0,0,0,0,0,0,1,0,0
44.0,94,2,56,0.0,278.0,13.0,1276.0,13089.0,7422.033023999998,03,2016,28,1,0,0,0,0,0,0,0,0,0
32.0,104,0,68,0.0,269.0,10.0,3647.0,8921.0,6496.182,08,2015,17,0,1,0,0,0,0,0,0,0,0
48.0,24,0,21,1.0,270.0,9.0,6660.0,9567.0,1255.47345,03,2016,20,1,0,0,0,0,0,0,0,0,0
44.0,452,0,40,0.0,150.0,14.0,4396.0,6184.0,5324.843275,02,2016,24,0,0,1,0,0,0,0,0,0,0
33.0,58,0,95,1.0,144.0,8.0,5847.0,7531.0,1010.981664,03,2016,18,1,0,0,0,0,0,1,0,0,0
26.0,58,0,5,0.0,282.0,16.0,6893.0,8653.0,8066.633256,12,2015,01,1,0,0,0,1,0,0,0,0,0
16.0,60,3,84,0.0,210.0,12.0,334.0,1017.0,873.5471359999997,03,2016,07,0,1,0,0,0,0,0,0,0,0
48.0,58,0,93,0.0,218.0,17.0,7416.0,10185.0,8903.378176,03,2016,28,1,0,0,0,1,0,0,0,0,0
9.0,3,0,27,0.0,145.0,15.0,2686.0,4108.0,3538.23225,10,2015,13,0,0,1,0,0,0,0,0,0,0
44.0,38,3,2,0.0,276.0,4.0,5017.0,8168.0,6870.452886,03,2016,29,1,0,0,0,0,0,0,0,1,0
30.0,3,0,31,0.0,274.0,12.0,1202.0,2294.0,2019.03975,08,2015,23,1,0,0,0,0,0,0,0,0,0
28.0,23,2,80,0.0,254.0,14.0,2775.0,9033.0,6027.528925,09,2015,25,0,1,0,0,0,0,0,0,0,0
16.0,452,0,48,0.0,368.0,12.0,4453.0,5634.0,5676.347376,05,2015,09,1,0,0,1,0,0,0,0,0,0
45.0,63,1,25,0.0,153.0,1.0,1665.0,7657.0,4802.433825,03,2016,28,1,0,0,0,0,0,0,1,0,0
35.0,55,0,53,0.0,140.0,7.0,761.0,1617.0,1321.3190880000002,08,2015,19,1,0,0,0,0,0,1,0,0,0
30.0,188,0,50,0.0,162.0,6.0,2648.0,4659.0,3793.256784,12,2015,08,0,0,0,0,0,0,0,1,0,0
45.0,452,0,89,0.0,269.0,10.0,4148.0,6172.0,5355.908096,05,2015,08,1,0,0,0,0,0,0,0,0,0
6.0,55,0,28,0.0,119.0,9.0,1753.0,4257.0,3118.88325,01,2016,06,0,0,0,0,0,0,1,0,0,0
30.0,141,0,42,0.0,519.0,13.0,3546.0,4836.0,4685.27112,05,2015,06,0,0,0,0,0,0,0,0,0,1
16.0,14,0,85,0.0,299.0,11.0,3066.0,4044.0,3802.356096,09,2015,22,0,0,0,0,0,1,0,0,0,0
2.0,58,0,55,0.0,111.0,8.0,5436.0,7384.0,6484.362768,03,2016,29,1,0,0,0,0,0,1,0,0,0
46.0,40,0,88,0.0,261.0,1.0,4508.0,6453.0,5659.3644799999975,03,2016,06,0,0,0,0,0,0,0,0,1,0
7.0,106,0,69,0.0,398.0,11.0,1141.0,6494.0,4177.503,03,2016,29,0,0,0,1,0,0,0,0,0,0
32.0,24,0,52,0.0,173.0,6.0,2955.0,4357.0,3806.6703840000014,09,2015,26,0,0,1,0,0,0,0,0,0,0
7.0,11,3,50,0.0,283.0,3.0,311.0,670.0,768.6986400000003,09,2015,26,0,0,0,0,0,0,0,0,1,0
46.0,471,1,50,0.0,221.0,8.0,2057.0,3165.0,2815.9518239999998,05,2015,05,1,0,0,0,0,0,0,0,1,0
12.0,113,0,88,0.0,279.0,14.0,1699.0,5226.0,3692.40256,09,2015,26,1,0,0,0,0,0,0,0,0,0
33.0,24,0,12,0.0,126.0,6.0,3523.0,4806.0,4292.5707,05,2015,05,0,0,0,0,0,0,1,0,0,0
43.0,63,1,79,0.0,244.0,14.0,3890.0,6892.0,5586.1245,02,2016,25,0,1,0,0,0,0,0,0,0,0
34.0,14,0,23,0.0,319.0,14.0,3350.0,4466.0,4221.888825,09,2015,26,0,0,0,0,0,1,0,0,0,0
39.0,23,2,2,0.0,239.0,13.0,2451.0,8993.0,5967.843156,09,2015,26,0,1,0,0,0,0,0,0,0,0
37.0,60,3,30,0.0,398.0,12.0,742.0,2554.0,2042.86005,11,2015,20,1,0,0,1,0,0,0,0,0,0
46.0,452,0,59,0.0,115.0,14.0,6052.0,7808.0,7009.54992,08,2015,18,1,0,1,0,0,0,0,0,0,0
25.0,447,0,68,0.0,214.0,17.0,3253.0,4542.0,4076.9487,05,2015,07,0,1,0,0,0,0,0,0,0,0
40.0,62,0,35,1.0,131.0,10.0,2983.0,12483.0,1177.46047125,05,2015,08,0,0,0,0,0,0,1,0,0,0
36.0,23,2,73,0.0,133.0,8.0,4115.0,11093.0,7665.6492,09,2015,26,1,0,0,0,0,0,1,0,0,0
24.0,443,0,1,0.0,269.0,12.0,6211.0,8259.0,7511.928731999998,08,2015,18,0,1,0,0,0,0,0,0,0,0
47.0,3,0,91,0.0,369.0,12.0,3540.0,5370.0,4759.80736,03,2016,30,0,0,0,1,0,0,0,0,0,0
44.0,443,0,5,0.0,356.0,16.0,4455.0,6361.0,5772.072735,05,2015,07,1,0,0,1,0,0,0,0,0,0
46.0,63,1,62,0.0,342.0,9.0,5994.0,11052.0,8783.9433,07,2015,24,1,0,0,0,0,1,0,0,0,0
31.0,275,0,1,0.0,375.0,12.0,3958.0,4961.0,4839.366015,02,2015,07,1,0,0,1,0,0,0,0,0,0
31.0,423,0,19,0.0,233.0,4.0,4665.0,9217.0,7176.062322,03,2016,18,1,0,0,0,0,0,0,0,1,0
17.0,65,2,42,0.0,237.0,7.0,2300.0,5634.0,3353.091984,09,2015,23,0,0,0,0,0,1,0,0,0,0
13.0,451,0,29,1.0,253.0,15.0,7475.0,10657.0,1396.390275,12,2015,07,1,0,0,0,1,0,0,0,0,0
44.0,235,2,100,1.0,147.0,7.0,3044.0,5634.0,645.4403175,04,2015,09,1,0,1,0,0,0,0,0,0,0
31.0,23,2,83,0.0,293.0,6.0,1379.0,4072.0,2976.649984,12,2015,07,0,0,0,0,0,0,0,0,0,0
2.0,55,0,13,0.0,246.0,11.0,1746.0,4326.0,3285.011466,01,2016,07,0,0,0,0,1,0,0,0,0,0
8.0,11,3,53,0.0,217.0,15.0,496.0,912.0,916.158816,03,2016,19,1,1,0,0,0,0,0,0,0,0
23.0,55,0,88,0.0,255.0,17.0,1129.0,3627.0,2599.066624,08,2015,23,0,0,0,0,0,0,0,0,0,0
18.0,268,2,57,0.0,271.0,10.0,1258.0,3497.0,2633.914368,03,2016,29,1,0,0,0,1,0,0,0,0,0
19.0,403,0,6,1.0,101.0,14.0,3356.0,4542.0,608.26866705,02,2016,23,0,0,1,0,0,0,0,0,0,0
38.0,204,0,82,1.0,255.0,9.0,3833.0,7076.0,844.8183743999997,03,2016,27,1,0,0,0,0,0,0,0,1,0
28.0,229,2,70,1.0,156.0,9.0,2848.0,7485.0,791.081775,03,2016,15,0,0,0,0,0,0,0,1,0,0
43.0,58,0,61,0.0,359.0,15.0,4175.0,5815.0,5307.8751,02,2016,06,0,0,0,1,0,0,0,0,0,0
32.0,35,0,67,0.0,180.0,11.0,1821.0,2611.0,2374.4556,03,2016,29,1,0,0,0,0,0,0,1,0,0
27.0,220,0,93,0.0,361.0,16.0,7193.0,8796.0,8247.786624,03,2016,27,1,0,0,1,0,0,0,0,0,0
50.0,24,0,3,1.0,245.0,2.0,5866.0,5634.0,1116.1043784,08,2015,18,1,0,0,0,0,0,0,0,1,0
20.0,24,0,16,0.0,123.0,12.0,4064.0,5114.0,4717.038249,01,2016,20,1,0,1,0,0,0,0,0,0,0
15.0,65,2,28,1.0,278.0,7.0,4934.0,6311.0,883.451835,05,2015,09,1,0,0,0,0,1,0,0,0,0
21.0,3,0,28,1.0,362.0,11.0,1315.0,2109.0,310.603545,01,2016,04,0,0,0,1,0,0,0,0,0,0
25.0,268,2,29,1.0,185.0,2.0,989.0,5030.0,478.0668375,01,2016,05,1,0,0,0,0,0,0,1,0,0
16.0,211,0,59,0.0,249.0,4.0,5744.0,8424.0,7288.8806879999975,03,2016,29,1,0,0,0,0,0,0,0,1,0
8.0,452,0,21,0.0,227.0,12.0,3853.0,5701.0,4997.205675,02,2016,06,0,1,0,0,0,0,0,0,0,0
27.0,451,0,81,0.0,108.0,5.0,4831.0,5924.0,5409.160064,09,2015,24,0,0,1,0,0,0,0,0,0,0
28.0,163,0,74,1.0,113.0,9.0,321.0,564.0,82.55115,02,2016,22,0,0,0,0,0,0,1,0,0,0
43.0,146,2,97,0.0,275.0,12.0,1764.0,2401.0,2326.016,09,2015,15,0,1,0,0,0,0,0,0,0,0
44.0,23,0,96,0.0,215.0,4.0,1534.0,2841.0,2368.7713280000007,09,2015,24,1,0,0,0,0,0,0,0,1,0
8.0,451,0,50,1.0,112.0,6.0,7218.0,9952.0,1296.9684359999999,12,2015,27,1,0,0,0,0,0,1,0,0,0
12.0,204,0,24,0.0,395.0,13.0,2858.0,6250.0,4942.5327,03,2016,29,0,0,0,1,0,0,0,0,0,0
17.0,55,0,51,0.0,103.0,5.0,2091.0,5634.0,3583.17,11,2015,09,1,0,0,0,0,0,1,0,0,0
24.0,471,2,30,1.0,203.0,16.0,2317.0,3242.0,446.92239375,12,2015,17,1,0,0,0,1,0,0,0,0,0
9.0,3,0,53,0.0,258.0,12.0,3910.0,5398.0,4886.1074880000015,03,2016,06,0,0,0,0,0,1,0,0,0,0
47.0,358,3,52,0.0,113.0,7.0,3968.0,5634.0,9741.532608,05,2015,08,0,0,0,0,0,0,1,0,0,0
11.0,358,3,75,0.0,158.0,7.0,7944.0,12100.0,10085.1498,08,2015,19,0,0,1,0,0,0,0,0,0,0
3.0,452,0,16,0.0,135.0,14.0,4009.0,4908.0,4599.2800259999985,01,2016,04,0,0,1,0,0,0,0,0,0,0
39.0,24,0,76,0.0,184.0,4.0,5615.0,8437.0,7140.6819,03,2016,16,1,0,0,0,0,0,0,1,0,0
37.0,11,3,93,0.0,252.0,7.0,296.0,653.0,575.422848,09,2015,24,1,0,0,0,0,0,1,0,0,0
28.0,2,1,15,0.0,327.0,12.0,4097.0,6492.0,5627.287215,11,2015,18,1,0,0,0,0,1,0,0,0,0
11.0,448,0,97,0.0,297.0,17.0,2685.0,3902.0,3544.316160000001,01,2016,05,1,0,0,0,1,0,0,0,0,0
47.0,105,0,47,0.0,250.0,17.0,1159.0,5634.0,1672.159248,09,2015,24,0,1,0,0,0,0,0,0,0,0
38.0,23,2,97,0.0,253.0,6.0,1517.0,4857.0,3392.346496,09,2015,26,0,0,0,0,0,0,0,0,0,0
30.0,268,2,29,1.0,170.0,3.0,1044.0,3605.0,4210.38464,09,2015,24,1,0,0,0,0,0,0,1,0,0
24.0,443,0,96,1.0,508.0,7.0,3157.5,7774.0,1087.3321535999999,08,2015,17,1,0,0,0,0,0,0,0,0,1
9.0,403,0,14,0.0,355.0,13.0,1578.0,2880.0,2586.64131,09,2015,24,1,0,0,1,0,0,0,0,0,0
20.0,24,0,16,0.0,154.0,7.0,4856.0,6641.0,5905.929348,03,2016,05,1,0,1,0,0,0,0,0,0,0
36.0,283,0,32,0.0,239.0,14.0,2834.0,5094.0,4198.028625,05,2015,09,1,0,0,0,0,1,0,0,0,0
29.0,58,1,99,0.0,295.0,10.0,3120.0,5634.0,3982.1886719999998,05,2015,08,0,0,0,0,0,0,0,0,0,0
1.0,452,0,19,0.0,235.0,6.0,4034.0,5462.0,4985.351415,02,2015,10,0,0,0,0,0,0,0,0,1,0
42.0,14,0,95,1.0,115.0,8.0,2872.0,4126.0,534.707712,01,2016,05,0,0,1,0,0,0,0,0,0,0
4.0,445,0,47,0.0,235.0,5.0,5659.0,8594.0,7317.923616,03,2016,23,1,0,0,0,0,0,0,0,1,0
46.0,65,0,4,0.0,224.0,17.0,3363.0,4693.0,4258.424115,08,2015,23,0,1,0,0,0,0,0,0,0,0
28.0,437,0,3,0.0,265.0,11.0,6342.0,9823.0,8355.554361,08,2015,18,1,0,0,0,0,0,0,0,0,0
18.0,268,2,91,1.0,317.0,8.0,983.0,3202.0,356.4673728,01,2016,03,0,0,0,0,0,1,0,0,0,0
15.0,452,0,15,0.0,303.0,10.0,4772.0,6534.0,5959.364004,07,2015,05,1,0,0,0,0,0,0,0,0,0
29.0,74,0,94,0.0,301.0,7.0,3098.0,4553.0,4069.719808,09,2015,22,1,0,0,0,0,0,0,0,0,0
27.0,14,0,91,0.0,399.0,10.0,5457.0,6848.0,6465.644416,11,2015,18,0,0,0,1,0,0,0,0,0,0
9.0,151,0,66,0.0,374.0,17.0,2306.0,9325.0,6137.3961,03,2016,28,0,0,0,1,0,0,0,0,0,0
17.0,87,0,92,0.0,123.0,8.0,5219.0,6837.0,6067.176192,08,2015,16,1,0,1,0,0,0,0,0,0,0
2.0,268,0,88,0.0,286.0,5.0,1705.0,4104.0,3145.98592,02,2016,01,1,0,0,0,0,0,0,0,0,0
38.0,358,3,17,1.0,466.0,15.0,2876.0,10166.0,1049.4120483,02,2016,22,1,0,0,0,0,0,0,0,0,1
12.0,124,0,34,0.0,343.0,9.0,2958.0,4143.0,3886.95825,05,2015,05,1,0,0,0,0,1,0,0,0,0
25.0,121,0,86,0.0,254.0,16.0,1241.0,3524.0,2602.2895359999998,01,2016,05,1,1,0,0,0,0,0,0,0,0
34.0,452,0,31,0.0,351.0,11.0,5150.0,6837.0,6335.212275,08,2015,16,1,0,0,1,0,0,0,0,0,0
16.0,437,0,73,0.0,399.0,17.0,6605.0,9355.0,8308.6443,08,2015,18,1,0,0,1,0,0,0,0,0,0
14.0,98,0,9,0.0,246.0,1.0,1039.0,2013.0,1771.9727850000006,02,2016,05,1,0,0,0,0,0,0,0,1,0
24.0,11,3,90,0.0,292.0,8.0,309.0,1864.0,1359.507072,08,2015,17,0,0,0,0,0,0,0,0,0,0
13.0,437,0,32,0.0,254.0,10.0,4093.0,5886.0,5235.368775,08,2015,19,1,0,0,0,1,0,0,0,0,0
20.0,448,0,28,1.0,145.0,5.0,2703.0,3483.0,484.71766875,12,2015,02,1,0,0,0,0,0,1,0,0,0
36.0,14,0,91,0.0,305.0,11.0,3217.0,4777.0,4244.3878399999985,09,2015,25,1,0,0,0,0,0,0,0,0,0
49.0,93,2,90,0.0,142.0,7.0,1234.0,4689.0,3060.849792,08,2015,23,0,0,0,0,0,0,1,0,0,0
38.0,83,1,37,0.0,500.0,11.0,3675.0,10333.0,7492.92075,03,2016,29,1,0,0,0,0,0,0,0,0,1
5.0,24,0,83,0.0,290.0,13.0,3968.0,5155.0,4787.483008,09,2015,24,0,0,0,0,0,1,0,0,0,0
50.0,447,0,30,0.0,187.0,1.0,5578.0,7503.0,6711.329625,08,2015,22,1,0,0,0,0,0,0,1,0,0
15.0,30,0,93,0.0,117.0,5.0,2409.0,4939.0,3738.2231039999997,03,2016,29,1,0,0,0,0,0,1,0,0,0
4.0,14,0,88,0.0,252.0,7.0,4371.0,5618.0,5035.4304,05,2015,06,1,0,1,0,0,0,0,0,0,0
37.0,403,0,41,0.0,269.0,7.0,2488.0,3518.0,3253.1457600000012,02,2015,08,1,0,0,0,0,1,0,0,0,0
50.0,94,0,90,0.0,149.0,9.0,1153.0,6222.0,3784.526592,03,2016,29,1,0,0,0,0,0,1,0,0,0
19.0,65,2,22,0.0,124.0,11.0,2985.0,5113.0,4167.006375,08,2015,21,1,0,1,0,0,0,0,0,0,0
9.0,162,1,69,0.0,109.0,1.0,8660.0,11875.0,10273.7547,11,2015,18,0,0,0,0,0,0,0,1,0,0
35.0,447,0,14,0.0,120.0,8.0,3527.0,8401.0,6088.161123,11,2015,17,1,0,1,0,0,0,0,0,0,0
32.0,469,0,5,0.0,134.0,6.0,3726.0,5666.0,4832.336718,09,2015,24,1,0,0,0,0,0,1,0,0,0
20.0,199,0,58,0.0,264.0,2.0,4548.0,9134.0,7060.8892319999995,03,2016,08,0,0,0,0,0,0,0,0,1,0
25.0,55,0,88,0.0,334.0,9.0,926.0,4231.0,2872.8465920000012,08,2015,20,0,0,0,0,0,1,0,0,0,0
18.0,55,0,8,0.0,104.0,12.0,4942.0,6621.0,5891.850756,05,2015,08,1,0,1,0,0,0,0,0,0,0
42.0,452,0,79,0.0,101.0,7.0,4191.0,5632.0,4965.7806,11,2015,17,1,0,0,0,0,0,1,0,0,0
8.0,445,0,73,0.0,173.0,5.0,6496.0,9850.0,8266.5891,11,2015,20,0,0,0,0,0,0,0,1,0,0
21.0,436,0,68,0.0,232.0,10.0,1937.0,3771.0,3059.1,05,2015,05,0,1,0,0,0,0,0,0,0,0
29.0,55,0,93,0.0,260.0,11.0,2372.0,3807.0,3304.61824,01,2016,16,0,0,0,0,0,0,0,0,0,0
49.0,441,0,2,0.0,238.0,10.0,3607.0,5669.0,4882.471704,09,2015,22,0,1,0,0,0,0,0,0,0,0
12.0,256,0,17,0.0,468.0,7.0,1891.0,7978.0,5405.4094049999985,07,2015,26,1,0,0,0,0,0,0,0,0,1
1.0,65,2,56,0.0,363.0,17.0,3713.0,5530.0,4960.408896,02,2016,07,0,0,0,1,0,0,0,0,0,0
25.0,403,0,50,0.0,249.0,16.0,1802.0,3428.0,2849.823648,09,2015,09,1,0,0,0,1,0,0,0,0,0
3.0,70,2,62,0.0,252.0,15.0,1160.0,3413.0,2482.8507,08,2015,21,1,0,0,0,1,0,0,0,0,0
29.0,141,0,98,0.0,218.0,5.0,3513.0,4858.0,4342.149504,05,2015,06,0,0,0,0,0,1,0,0,0,0
14.0,65,2,27,0.0,218.0,2.0,839.0,2208.0,1737.4455,09,2015,22,1,0,0,0,0,0,0,0,1,0
15.0,62,0,28,0.0,224.0,9.0,1806.0,10669.0,6450.942225,03,2016,29,0,0,0,0,0,1,0,0,0,0
3.0,3,0,39,0.0,149.0,5.0,1544.0,2792.0,2312.2848,09,2015,24,0,0,0,0,0,0,1,0,0,0
28.0,3,0,49,1.0,264.0,17.0,1770.0,3738.0,450.5002272,01,2016,07,0,0,0,0,1,0,0,0,0,0
19.0,55,0,1,0.0,219.0,16.0,4302.0,6151.0,5453.314614,05,2015,05,0,1,0,0,0,0,0,0,0,0
3.0,74,0,88,0.0,230.0,9.0,3339.0,5137.0,4407.415936,09,2015,23,1,0,0,0,0,0,0,0,1,0
48.0,24,0,70,0.0,158.0,9.0,8273.0,11364.0,9885.4866,03,2016,28,1,0,0,0,0,0,0,1,0,0
40.0,447,0,87,0.0,290.0,15.0,3600.0,4797.0,4430.07488,05,2015,08,1,0,0,0,1,0,0,0,0,0
16.0,186,0,48,0.0,377.0,17.0,2925.0,3848.0,3745.136736,09,2015,26,0,0,0,1,0,0,0,0,0,0
45.0,403,0,12,0.0,102.0,9.0,2886.0,3860.0,3477.692196,01,2016,17,0,0,0,0,0,0,1,0,0,0
5.0,456,0,37,0.0,163.0,17.0,4061.0,8378.0,6377.087325,11,2015,11,1,0,1,0,0,0,0,0,0,0
45.0,13,3,38,0.0,141.0,9.0,514.0,1699.0,1245.37875,08,2015,17,0,0,0,0,0,0,1,0,0,0
5.0,451,0,72,0.0,289.0,13.0,6141.0,9317.0,7947.7695,01,2016,03,1,1,0,0,0,0,0,0,0,0
28.0,24,0,54,0.0,336.0,11.0,7010.0,9779.0,8683.795728000001,03,2016,22,1,0,0,0,0,1,0,0,0,0
19.0,3,0,92,0.0,210.0,13.0,1574.0,3237.0,2580.9217280000007,01,2016,03,0,0,0,0,0,1,0,0,0,0
13.0,447,0,72,0.0,148.0,15.0,4493.0,6100.0,5397.9156,08,2015,23,1,0,1,0,0,0,0,0,0,0
42.0,416,2,73,0.0,268.0,15.0,1890.0,7411.0,4876.2252,12,2015,07,0,0,0,0,0,0,0,0,0,0
24.0,45,0,20,0.0,112.0,15.0,4715.0,5634.0,5677.838075,09,2015,26,0,0,1,0,0,0,0,0,0,0
48.0,452,0,10,0.0,252.0,5.0,5749.0,8323.0,7290.790848000002,08,2015,18,1,0,0,0,0,0,0,0,0,0
50.0,452,0,90,0.0,142.0,4.0,2607.0,3685.0,3241.894656,09,2015,15,1,0,0,0,0,0,0,1,0,0
